#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
222.01	2.160251162994370148e-18
222.02	2.162849666523509901e-18
222.03	2.165467599186990109e-18
222.04	2.168104025432629851e-18
222.05	2.170757712025300153e-18
222.06	2.173427040191229985e-18
222.07	2.176109912935649855e-18
222.08	2.178803663067780167e-18
222.09	2.181504967835329971e-18
222.10	2.184209776173319916e-18
222.11	2.186913254400680180e-18
222.12	2.189609755753299845e-18
222.13	2.192292818438930101e-18
222.14	2.194955195961059844e-18
222.15	2.197588922319579889e-18
222.16	2.200185413398400121e-18
222.17	2.202735604443480019e-18
222.18	2.205230122073380112e-18
222.19	2.207659487804510023e-18
222.20	2.210014348673569863e-18
222.21	2.212285729254509906e-18
222.22	2.214465298249710124e-18
222.23	2.216545641929879840e-18
222.24	2.218520536043720157e-18
222.25	2.220385207444529868e-18
222.26	2.222136576606340092e-18
222.27	2.223773472434559809e-18
222.28	2.225296811311289972e-18
222.29	2.226709733139910182e-18
222.30	2.228017688240680052e-18
222.31	2.229228470265930050e-18
222.32	2.230352191804870034e-18
222.33	2.231401200985930028e-18
222.34	2.232389939103610124e-18
222.35	2.233334741040130043e-18
222.36	2.234253581960959878e-18
222.37	2.235165775383009811e-18
222.38	2.236091629188950047e-18
222.39	2.237052067446430034e-18
222.40	2.238068226943309965e-18
222.41	2.239161038139470109e-18
222.42	2.240350800737219808e-18
222.43	2.241656764275309859e-18
222.44	2.243096724050540004e-18
222.45	2.244686642276619918e-18
222.46	2.246440303716629998e-18
222.47	2.248369014100859819e-18
222.48	2.250481348499420177e-18
222.49	2.252782955497540128e-18
222.50	2.255276421566949988e-18
222.51	2.257961198485159873e-18
222.52	2.260833595075069903e-18
222.53	2.263886832967429840e-18
222.54	2.267111164573960172e-18
222.55	2.270494050040659877e-18
222.56	2.274020388665299820e-18
222.57	2.277672799140740049e-18
222.58	2.281431942049000074e-18
222.59	2.285276877296070191e-18
222.60	2.289185448651859877e-18
222.61	2.293134687244340184e-18
222.62	2.297101225745669952e-18
222.63	2.301061715067579948e-18
222.64	2.304993235637319937e-18
222.65	2.308873695730819972e-18
222.66	2.312682209872870034e-18
222.67	2.316399450948499982e-18
222.68	2.320007970379109946e-18
222.69	2.323492481475929901e-18
222.70	2.326840101868460162e-18
222.71	2.330040551696869859e-18
222.72	2.333086305036750074e-18
222.73	2.335972692780929835e-18
222.74	2.338697955926559952e-18
222.75	2.341263248901850005e-18
222.76	2.343672593216260045e-18
222.77	2.345932782331650024e-18
222.78	2.348053239236460130e-18
222.79	2.350045828766309833e-18
222.80	2.351924627260629891e-18
222.81	2.353705652682980166e-18
222.82	2.355406558868150041e-18
222.83	2.357046298096250050e-18
222.84	2.358644756732690190e-18
222.85	2.360222369210210105e-18
222.86	2.361799716158309887e-18
222.87	2.363397112994649954e-18
222.88	2.365034195767049953e-18
222.89	2.366729511455600151e-18
222.90	2.368500120288580137e-18
222.91	2.370361217871679965e-18
222.92	2.372325785050790065e-18
222.93	2.374404273401689814e-18
222.94	2.376604334042039925e-18
222.95	2.378930597072849834e-18
222.96	2.381384508364459883e-18
222.97	2.383964229595639977e-18
222.98	2.386664606433809919e-18
222.99	2.389477208514099864e-18
223.00	2.392390443450709862e-18
223.01	2.395389745518590182e-18
223.02	2.398457837908829843e-18
223.03	2.401575065627450167e-18
223.04	2.404719794221329827e-18
223.05	2.407868867631050074e-18
223.06	2.410998116644250157e-18
223.07	2.414082907716970092e-18
223.08	2.417098720403209817e-18
223.09	2.420021740344379884e-18
223.10	2.422829453774640069e-18
223.11	2.425501228844409984e-18
223.12	2.428018868791029826e-18
223.13	2.430367122124359962e-18
223.14	2.432534135560729825e-18
223.15	2.434511836437730080e-18
223.16	2.436296232762679892e-18
223.17	2.437887620866170119e-18
223.18	2.439290692808969965e-18
223.19	2.440514538173959968e-18
223.20	2.441572537599970088e-18
223.21	2.442482148305239882e-18
223.22	2.443264584822749862e-18
223.23	2.443944401136800143e-18
223.24	2.444548983278850052e-18
223.25	2.445107964118530125e-18
223.26	2.445652574483910110e-18
223.27	2.446214946782250149e-18
223.28	2.446827388895290145e-18
223.29	2.447521647232100111e-18
223.30	2.448328178392090009e-18
223.31	2.449275448891569870e-18
223.32	2.450389281829339911e-18
223.33	2.451692268217039843e-18
223.34	2.453203259006730142e-18
223.35	2.454936951654509946e-18
223.36	2.456903582429529896e-18
223.37	2.459108732688689948e-18
223.38	2.461553254079409824e-18
223.39	2.464233314207740150e-18
223.40	2.467140560822550155e-18
223.41	2.470262399130369872e-18
223.42	2.473582373578719949e-18
223.43	2.477080642434380017e-18
223.44	2.480734530833689986e-18
223.45	2.484519145781780052e-18
223.46	2.488408034896370063e-18
223.47	2.492373869585320153e-18
223.48	2.496389132849500132e-18
223.49	2.500426792029369879e-18
223.50	2.504460937558100053e-18
223.51	2.508467370120029902e-18
223.52	2.512424120492339956e-18
223.53	2.516311888706650077e-18
223.54	2.520114391921729988e-18
223.55	2.523818613456790162e-18
223.56	2.527414948689659966e-18
223.57	2.530897246865820134e-18
223.58	2.534262751179849868e-18
223.59	2.537511942666849829e-18
223.60	2.540648296374399843e-18
223.61	2.543677960876130004e-18
223.62	2.546609374354710084e-18
223.63	2.549452832154669957e-18
223.64	2.552220021835040122e-18
223.65	2.554923542307949894e-18
223.66	2.557576423621550081e-18
223.67	2.560191663345940142e-18
223.68	2.562781794381200130e-18
223.69	2.565358497376460173e-18
223.70	2.567932268897849845e-18
223.71	2.570512154091759959e-18
223.72	2.573105549952959962e-18
223.73	2.575718082524710070e-18
223.74	2.578353558536239855e-18
223.75	2.581013989226720058e-18
223.76	2.583699681513819953e-18
223.77	2.586409389335229877e-18
223.78	2.589140516001710108e-18
223.79	2.591889356821669991e-18
223.80	2.594651370138669903e-18
223.81	2.597421464298669966e-18
223.82	2.600194287947430038e-18
223.83	2.602964511441670091e-18
223.84	2.605727088017159970e-18
223.85	2.608477484647359924e-18
223.86	2.611211874187669904e-18
223.87	2.613927282359589901e-18
223.88	2.616621685299880138e-18
223.89	2.619294055692129915e-18
223.90	2.621944357813810059e-18
223.91	2.624573494078109889e-18
223.92	2.627183207732200090e-18
223.93	2.629775948210749850e-18
223.94	2.632354707159989960e-18
223.95	2.634922834286030044e-18
223.96	2.637483842896840158e-18
223.97	2.640041215275069894e-18
223.98	2.642598217832240027e-18
223.99	2.645157735364699859e-18
224.00	2.647722132689519858e-18
224.01	2.650293150530429861e-18
224.02	2.652871840812859942e-18
224.03	2.655458544588209946e-18
224.04	2.658052913724060009e-18
224.05	2.660653975360769857e-18
224.06	2.663260236037170131e-18
224.07	2.665869820420920002e-18
224.08	2.668480637828260094e-18
224.09	2.671090568260619849e-18
224.10	2.673697658586810065e-18
224.11	2.676300318811470129e-18
224.12	2.678897508124599913e-18
224.13	2.681488900641759811e-18
224.14	2.684075021414209850e-18
224.15	2.686657344392159834e-18
224.16	2.689238345520849847e-18
224.17	2.691821505981359952e-18
224.18	2.694411262684270125e-18
224.19	2.697012905400239923e-18
224.20	2.699632422275409892e-18
224.21	2.702276297834519918e-18
224.22	2.704951269821440037e-18
224.23	2.707664053272330150e-18
224.24	2.710421041969420066e-18
224.25	2.713227998808419960e-18
224.26	2.716089747562879842e-18
224.27	2.719009878997089961e-18
224.28	2.721990484235660064e-18
224.29	2.725031927732140009e-18
224.30	2.728132671101630082e-18
224.31	2.731289157524109939e-18
224.32	2.734495764436400049e-18
224.33	2.737744829878389905e-18
224.34	2.741026755228009955e-18
224.35	2.744330184243060164e-18
224.36	2.747642255432199907e-18
224.37	2.750948921910050104e-18
224.38	2.754235330163029914e-18
224.39	2.757486246669329816e-18
224.40	2.760686519177010155e-18
224.41	2.763821557736850005e-18
224.42	2.766877819382769832e-18
224.43	2.769843279708779950e-18
224.44	2.772707874541099904e-18
224.45	2.775463895461869840e-18
224.46	2.778106324096789919e-18
224.47	2.780633091802790101e-18
224.48	2.783045253630570155e-18
224.49	2.785347068118270027e-18
224.50	2.787545977508270078e-18
224.51	2.789652486264749845e-18
224.52	2.791679939193100049e-18
224.53	2.793644203901820110e-18
224.54	2.795563265683650079e-18
224.55	2.797456746003380156e-18
224.56	2.799345358554769821e-18
224.57	2.801250319185380046e-18
224.58	2.803192727799020054e-18
224.59	2.805192941562640006e-18
224.60	2.807269959318650048e-18
224.61	2.809440837009200027e-18
224.62	2.811720153153199851e-18
224.63	2.814119542000919840e-18
224.64	2.816647309968369917e-18
224.65	2.819308148391089951e-18
224.66	2.822102952617819944e-18
224.67	2.825028754090780179e-18
224.68	2.828078768444520115e-18
224.69	2.831242558921970108e-18
224.70	2.834506310681150140e-18
224.71	2.837853207975919951e-18
224.72	2.841263902861669849e-18
224.73	2.844717061114230060e-18
224.74	2.848189968559149996e-18
224.75	2.851659179072049868e-18
224.76	2.855101184193729896e-18
224.77	2.858493083649809863e-18
224.78	2.861813236093190112e-18
224.79	2.865041870095739902e-18
224.80	2.868161636776620123e-18
224.81	2.871158087418040174e-18
224.82	2.874020061917699904e-18
224.83	2.876739976870629838e-18
224.84	2.879314005360790047e-18
224.85	2.881742144061359961e-18
224.86	2.884028166870299937e-18
224.87	2.886179467923659976e-18
224.88	2.888206800309430075e-18
224.89	2.890123920035929864e-18
224.90	2.891947147683630142e-18
224.91	2.893694862596190189e-18
224.92	2.895386946369910167e-18
224.93	2.897044193722980067e-18
224.94	2.898687709532080018e-18
224.95	2.900338310898840164e-18
224.96	2.902015952560889902e-18
224.97	2.903739192820149817e-18
224.98	2.905524715474720091e-18
224.99	2.907386921076860191e-18
225.00	2.909337598280870071e-18
225.01	2.911385683186749816e-18
225.02	2.913537111531049879e-18
225.03	2.915794765434349979e-18
225.04	2.918158513295000092e-18
225.05	2.920625338426780081e-18
225.06	2.923189549274789840e-18
225.07	2.925843061597810187e-18
225.08	2.928575740954629906e-18
225.09	2.931375792235459900e-18
225.10	2.934230181883039907e-18
225.11	2.937125077874970060e-18
225.12	2.940046292495510089e-18
225.13	2.942979713398180120e-18
225.14	2.945911709418659943e-18
225.15	2.948829498992990071e-18
225.16	2.951721470806769848e-18
225.17	2.954577448372380089e-18
225.18	2.957388892520930033e-18
225.19	2.960149038214599807e-18
225.20	2.962852964542530086e-18
225.21	2.965497599169729897e-18
225.22	2.968081660778359896e-18
225.23	2.970605545095979965e-18
225.24	2.973071161878450017e-18
225.25	2.975481731650509987e-18
225.26	2.977841552062830084e-18
225.27	2.980155744375710032e-18
225.28	2.982429990814309878e-18
225.29	2.984670273366299866e-18
225.30	2.986882624028200094e-18
225.31	2.989072895588889928e-18
225.32	2.991246560812279870e-18
225.33	2.993408546404900181e-18
225.34	2.995563106492460121e-18
225.35	2.997713738552000154e-18
225.36	2.999863142925709875e-18
225.37	3.002013225250349965e-18
225.38	3.004165139440650118e-18
225.39	3.006319367328269839e-18
225.40	3.008475829734990088e-18
225.41	3.010634022692779894e-18
225.42	3.012793171748389848e-18
225.43	3.014952396825350035e-18
225.44	3.017110879970559985e-18
225.45	3.019268028479169833e-18
225.46	3.021423626354490144e-18
225.47	3.023577967788890041e-18
225.48	3.025731967309440177e-18
225.49	3.027887242372280065e-18
225.50	3.030046165458729940e-18
225.51	3.032211884069669907e-18
225.52	3.034388308374429869e-18
225.53	3.036580067590179969e-18
225.54	3.038792437395900111e-18
225.55	3.041031241772369879e-18
225.56	3.043302733567409912e-18
225.57	3.045613458781500158e-18
225.58	3.047970110031229916e-18
225.59	3.050379374865370002e-18
225.60	3.052847784579880170e-18
225.61	3.055381568913069939e-18
225.62	3.057986521520480122e-18
225.63	3.060667880457890078e-18
225.64	3.063430227076150136e-18
225.65	3.066277405794289839e-18
225.66	3.069212466212199837e-18
225.67	3.072237627997679950e-18
225.68	3.075354267981839949e-18
225.69	3.078562927965610068e-18
225.70	3.081863340918409858e-18
225.71	3.085254472573630086e-18
225.72	3.088734574920009978e-18
225.73	3.092301247774610166e-18
225.74	3.095951504509900192e-18
225.75	3.099681838098010095e-18
225.76	3.103488283918759855e-18
225.77	3.107366476239650040e-18
225.78	3.111311695889679916e-18
225.79	3.115318907383600018e-18
225.80	3.119382784571489904e-18
225.81	3.123497724749930143e-18
225.82	3.127657852033519877e-18
225.83	3.131857011605220192e-18
225.84	3.136088757201660192e-18
225.85	3.140346334806909843e-18
225.86	3.144622665994380038e-18
225.87	3.148910334645350078e-18
225.88	3.153201580867979848e-18
225.89	3.157488305832569948e-18
225.90	3.161762090928410141e-18
225.91	3.166014234143799818e-18
225.92	3.170235805892109935e-18
225.93	3.174417725678550118e-18
225.94	3.178550860059300019e-18
225.95	3.182626141323720056e-18
225.96	3.186634705276750129e-18
225.97	3.190568045455820134e-18
225.98	3.194418180131999860e-18
225.99	3.198177827562269965e-18
226.00	3.201840584220289816e-18
226.01	3.205401100173600076e-18
226.02	3.208855245424170152e-18
226.03	3.212200260910120049e-18
226.04	3.215434887990469859e-18
226.05	3.218559470606580151e-18
226.06	3.221576024926419978e-18
226.07	3.224488272114799909e-18
226.08	3.227301630909140119e-18
226.09	3.230023167882039916e-18
226.10	3.232661504598390070e-18
226.11	3.235226682279239857e-18
226.12	3.237729986016479906e-18
226.13	3.240183731989269905e-18
226.14	3.242601022462569952e-18
226.15	3.244995474549240182e-18
226.16	3.247380929743299927e-18
226.17	3.249771152042789962e-18
226.18	3.252179523041709827e-18
226.19	3.254618742658179883e-18
226.20	3.257100544164210158e-18
226.21	3.259635431887499933e-18
226.22	3.262232449373380176e-18
226.23	3.264898984942090115e-18
226.24	3.267640620480109983e-18
226.25	3.270461027999960145e-18
226.26	3.273361917034819816e-18
226.27	3.276343034352779917e-18
226.28	3.279402215834680054e-18
226.29	3.282535488717410180e-18
226.30	3.285737220817959818e-18
226.31	3.289000311879070101e-18
226.32	3.292316420866420002e-18
226.33	3.295676221947169975e-18
226.34	3.299069681028300017e-18
226.35	3.302486344161290067e-18
226.36	3.305915628846740138e-18
226.37	3.309347109307680061e-18
226.38	3.312770787141789930e-18
226.39	3.316177339396080180e-18
226.40	3.319558337010899866e-18
226.41	3.322906427716859912e-18
226.42	3.326215478798809863e-18
226.43	3.329480676613699837e-18
226.44	3.332698581310800069e-18
226.45	3.335867136795279915e-18
226.46	3.338985637540150103e-18
226.47	3.342054655330690038e-18
226.48	3.345075930364230144e-18
226.49	3.348052232279039922e-18
226.50	3.350987197606059808e-18
226.51	3.353885150794690090e-18
226.52	3.356750916336299905e-18
226.53	3.359589629582629816e-18
226.54	3.362406553634029928e-18
226.55	3.365206909162050143e-18
226.56	3.367995723256720010e-18
226.57	3.370777702382460151e-18
226.58	3.373557133329270142e-18
226.59	3.376337814706599977e-18
226.60	3.379123020100849875e-18
226.61	3.381915492561289946e-18
226.62	3.384717468653000037e-18
226.63	3.387530728977480003e-18
226.64	3.390356670867090008e-18
226.65	3.393196397957959902e-18
226.66	3.396050820579950014e-18
226.67	3.398920760405309875e-18
226.68	3.401807052591930136e-18
226.69	3.404710638754729821e-18
226.70	3.407632644498549954e-18
226.71	3.410574435935539987e-18
226.72	3.413537650564609870e-18
226.73	3.416524199074699836e-18
226.74	3.419536236001940000e-18
226.75	3.422576098669650013e-18
226.76	3.425646215410299978e-18
226.77	3.428748985645439826e-18
226.78	3.431886635918819842e-18
226.79	3.435061057374179980e-18
226.80	3.438273631381910150e-18
226.81	3.441525050992429855e-18
226.82	3.444815146581030033e-18
226.83	3.448142724413040100e-18
226.84	3.451505426871660106e-18
226.85	3.454899622743169864e-18
226.86	3.458320335244770155e-18
226.87	3.461761214423839951e-18
226.88	3.465214559183660126e-18
226.89	3.468671392538829818e-18
226.90	3.472121591829370216e-18
226.91	3.475554073586640384e-18
226.92	3.478957030619699915e-18
226.93	3.482318216752959776e-18
226.94	3.485625272575480179e-18
226.95	3.488866083637540361e-18
226.96	3.492029160828869990e-18
