#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
547.36	3.233946436716109872e-21
547.37	3.234419108297209842e-21
547.38	3.235041762955150046e-21
547.39	3.235739703363310179e-21
547.40	3.236433042593719848e-21
547.41	3.237051852661229964e-21
547.42	3.237547519333219854e-21
547.43	3.237898695829819939e-21
547.44	3.238111720147529854e-21
547.45	3.238216578371199899e-21
547.46	3.238260155855250177e-21
547.47	3.238298531927239902e-21
547.48	3.238389579419069952e-21
547.49	3.238586423354359995e-21
547.50	3.238931728285840139e-21
547.51	3.239452567732450038e-21
547.52	3.240155849215150064e-21
547.53	3.241024789541690098e-21
547.54	3.242017473460929872e-21
547.55	3.243068763274980039e-21
547.56	3.244096528175590104e-21
547.57	3.245012293968890072e-21
547.58	3.245735168812689991e-21
547.59	3.246206652397070054e-21
547.60	3.246403123420089914e-21
547.61	3.246342778034670060e-21
547.62	3.246084699251040146e-21
547.63	3.245719428914349868e-21
547.64	3.245352481669160018e-21
547.65	3.245084121759519866e-21
547.66	3.244989866632820163e-21
547.67	3.245106215133719872e-21
547.68	3.245424954503469842e-21
547.69	3.245897347599049891e-21
547.70	3.246447076034699871e-21
547.71	3.246988670021960043e-21
547.72	3.247446874010279856e-21
547.73	3.247772320611760027e-21
547.74	3.247950016016479910e-21
547.75	3.247999142422449821e-21
547.76	3.247964984014549911e-21
547.77	3.247905741757649883e-21
547.78	3.247878095574970139e-21
547.79	3.247925342124609966e-21
547.80	3.248070854529969954e-21
547.81	3.248317846345679969e-21
547.82	3.248654522943720050e-21
547.83	3.249062227575320128e-21
547.84	3.249523542250729825e-21
547.85	3.250027626469479924e-21
547.86	3.250571217080939945e-21
547.87	3.251155282006510188e-21
547.88	3.251778820547689931e-21
547.89	3.252432276268200160e-21
547.90	3.253093192181509853e-21
547.91	3.253726060168969936e-21
547.92	3.254287015985300149e-21
547.93	3.254732504961930022e-21
547.94	3.255029746276919924e-21
547.95	3.255166135607290178e-21
547.96	3.255154847224460008e-21
547.97	3.255034796315609890e-21
547.98	3.254864553929089981e-21
547.99	3.254711381671330113e-21
548.00	3.254637849149169922e-21
548.01	3.254689172343289992e-21
548.02	3.254884291560520176e-21
548.03	3.255212827415790157e-21
548.04	3.255638639947040128e-21
548.05	3.256109127278460052e-21
548.06	3.256568031070049846e-21
548.07	3.256968699332019839e-21
548.08	3.257284684138689878e-21
548.09	3.257515228725920034e-21
548.10	3.257684450228630090e-21
548.11	3.257834540794009878e-21
548.12	3.258014723498689952e-21
548.13	3.258268674805290043e-21
548.14	3.258623438140759847e-21
548.15	3.259082442364369899e-21
548.16	3.259624217458490040e-21
548.17	3.260207024306089985e-21
548.18	3.260778221224300137e-21
548.19	3.261286108294989881e-21
548.20	3.261691468629390095e-21
548.21	3.261976168887779954e-21
548.22	3.262146932082499958e-21
548.23	3.262233553445259858e-21
548.24	3.262282106551409935e-21
548.25	3.262344780427049913e-21
548.26	3.262468658641600130e-21
548.27	3.262685873624000125e-21
548.28	3.263007155771309865e-21
548.29	3.263419981219590065e-21
548.30	3.263891515431920121e-21
548.31	3.264375581083779981e-21
548.32	3.264822139460639919e-21
548.33	3.265187381028190048e-21
548.34	3.265442502819059907e-21
548.35	3.265579564113640088e-21
548.36	3.265613368327759853e-21
548.37	3.265579013276470075e-21
548.38	3.265525484626309886e-21
548.39	3.265506350917529940e-21
548.40	3.265569172602850140e-21
548.41	3.265745581102750139e-21
548.42	3.266044035654219873e-21
548.43	3.266446959404650091e-21
548.44	3.266913269424709882e-21
548.45	3.267386302653249963e-21
548.46	3.267805953632629997e-21
548.47	3.268122723570070159e-21
548.48	3.268310625040630154e-21
548.49	3.268375757164280150e-21
548.50	3.268358012626059999e-21
548.51	3.268324763707009884e-21
548.52	3.268357247068040061e-21
548.53	3.268532292671899844e-21
548.54	3.268903504368549846e-21
548.55	3.269486539883410008e-21
548.56	3.270252500645090163e-21
548.57	3.271131676700460123e-21
548.58	3.272027375640520027e-21
548.59	3.272836925481939874e-21
548.60	3.273474900123240025e-21
548.61	3.273892781176450162e-21
548.62	3.274089951371340045e-21
548.63	3.274113010052510013e-21
548.64	3.274043398774119911e-21
548.65	3.273976428660249842e-21
548.66	3.273997148397139853e-21
548.67	3.274159401983349978e-21
548.68	3.274473606373940154e-21
548.69	3.274906425463410033e-21
548.70	3.275392267062269945e-21
548.71	3.275853290193740055e-21
548.72	3.276222295725769842e-21
548.73	3.276462139493510186e-21
548.74	3.276576356299459905e-21
548.75	3.276608204704969903e-21
548.76	3.276628603984169923e-21
548.77	3.276716499295619867e-21
548.78	3.276937194744550186e-21
548.79	3.277324596803649853e-21
548.80	3.277872048594940027e-21
548.81	3.278533926639229925e-21
548.82	3.279237177036590091e-21
548.83	3.279899355058649991e-21
548.84	3.280448213922689859e-21
548.85	3.280837820721460067e-21
548.86	3.281057472898259948e-21
548.87	3.281131871127180114e-21
548.88	3.281113378747700110e-21
548.89	3.281069076349270166e-21
548.90	3.281066231265190164e-21
548.91	3.281159615508399848e-21
548.92	3.281383039751559978e-21
548.93	3.281745984258340110e-21
548.94	3.282234823829739824e-21
548.95	3.282817268774109830e-21
548.96	3.283448440663690055e-21
548.97	3.284077362153320094e-21
548.98	3.284653258171719834e-21
548.99	3.285131578636649975e-21
549.00	3.285479795869899850e-21
549.01	3.285682744995790177e-21
549.02	3.285746732788330068e-21
549.03	3.285701164796919961e-21
549.04	3.285596372807750152e-21
549.05	3.285496868434470008e-21
549.06	3.285470364406900083e-21
549.07	3.285574294514119893e-21
549.08	3.285842754640079910e-21
549.09	3.286277297767459966e-21
549.10	3.286844532236540094e-21
549.11	3.287481988475040134e-21
549.12	3.288111573058960088e-21
549.13	3.288657722422600160e-21
549.14	3.289065788429219816e-21
549.15	3.289315783281740038e-21
549.16	3.289427601583840072e-21
549.17	3.289456018824549928e-21
549.18	3.289476550105209861e-21
549.19	3.289565835032150042e-21
549.20	3.289781815792600000e-21
549.21	3.290149089316450001e-21
549.22	3.290653374146349840e-21
549.23	3.291246442755580035e-21
549.24	3.291859890737140185e-21
549.25	3.292423631321030017e-21
549.26	3.292883755891540091e-21
549.27	3.293214751455789922e-21
549.28	3.293422888882560059e-21
549.29	3.293540317671770016e-21
549.30	3.293612182962929936e-21
549.31	3.293681073099280041e-21
549.32	3.293773724057969997e-21
549.33	3.293893999623489961e-21
549.34	3.294024057750850133e-21
549.35	3.294132992426129820e-21
549.36	3.294189934676659840e-21
549.37	3.294177310865679925e-21
549.38	3.294100053881409999e-21
549.39	3.293987959988000076e-21
549.40	3.293890591882459932e-21
549.41	3.293866420889649908e-21
549.42	3.293969555012000038e-21
549.43	3.294237925783490110e-21
549.44	3.294686099375139992e-21
549.45	3.295304232247939829e-21
549.46	3.296062694907110027e-21
549.47	3.296920211288429864e-21
549.48	3.297832538950150079e-21
549.49	3.298758967757880186e-21
549.50	3.299665088388109819e-21
549.51	3.300521912507270028e-21
549.52	3.301302907020320052e-21
549.53	3.301981298551719840e-21
549.54	3.302529829858909882e-21
549.55	3.302924076345029857e-21
549.56	3.303148852066149897e-21
549.57	3.303205731548419870e-21
549.58	3.303118852299410142e-21
549.59	3.302936296127520151e-21
549.60	3.302725488536510127e-21
549.61	3.302562865625550179e-21
549.62	3.302519952972740142e-21
549.63	3.302649343174489872e-21
549.64	3.302974369856389828e-21
549.65	3.303485401560589967e-21
549.66	3.304143848418150076e-21
549.67	3.304892736610160120e-21
549.68	3.305670757928120188e-21
549.69	3.306425669018289831e-21
549.70	3.307123146705539819e-21
549.71	3.307748658903470186e-21
549.72	3.308302154573260117e-21
549.73	3.308787721573289989e-21
549.74	3.309202071230099820e-21
549.75	3.309526227992500137e-21
549.76	3.309723933667169829e-21
549.77	3.309748244649550183e-21
549.78	3.309555195089810078e-21
549.79	3.309120995537499874e-21
549.80	3.308457769325000172e-21
549.81	3.307622770088369893e-21
549.82	3.306717442008110123e-21
549.83	3.305875221518430000e-21
549.84	3.305239952158479929e-21
549.85	3.304939379283329887e-21
549.86	3.305059694407950071e-21
549.87	3.305627093779629825e-21
549.88	3.306600794947260008e-21
549.89	3.307879314778790090e-21
549.90	3.309318736198600147e-21
549.91	3.310758959500179833e-21
549.92	3.312052215952179930e-21
549.93	3.313087803234920052e-21
549.94	3.313808102420129905e-21
549.95	3.314213119953500164e-21
549.96	3.314353483455650016e-21
549.97	3.314314340425780053e-21
549.98	3.314194384670579949e-21
549.99	3.314084910393249843e-21
550.00	3.314053304001240177e-21
550.01	3.314133945889820174e-21
550.02	3.314327528757729944e-21
550.03	3.314607808580030109e-21
550.04	3.314933248457590058e-21
550.05	3.315260206855040050e-21
550.06	3.315554369544680142e-21
550.07	3.315797931446019968e-21
550.08	3.315991340091509856e-21
550.09	3.316149868329050150e-21
550.10	3.316296539588130031e-21
550.11	3.316453708906919947e-21
550.12	3.316635759640230078e-21
550.13	3.316844912617879960e-21
550.14	3.317071205116470000e-21
550.15	3.317296527219850121e-21
550.16	3.317501493942419877e-21
550.17	3.317673153934080120e-21
550.18	3.317811280395739982e-21
550.19	3.317931323424610117e-21
550.20	3.318062949694120175e-21
550.21	3.318244251133239875e-21
550.22	3.318512881309359998e-21
550.23	3.318896272433049859e-21
550.24	3.319403452779079891e-21
550.25	3.320020704893329869e-21
550.26	3.320712423807029891e-21
550.27	3.321427257178810039e-21
550.28	3.322108256527999922e-21
550.29	3.322704696191339878e-21
550.30	3.323182720205189956e-21
550.31	3.323532209166619918e-21
550.32	3.323768179240140137e-21
550.33	3.323926404556220173e-21
550.34	3.324054430195349907e-21
550.35	3.324200317477620087e-21
550.36	3.324402012641660163e-21
550.37	3.324679998396729823e-21
550.38	3.325034935602709978e-21
550.39	3.325450593312980174e-21
550.40	3.325900895282009988e-21
550.41	3.326358795927169877e-21
550.42	3.326804255811329819e-21
550.43	3.327228941540149921e-21
550.44	3.327636323287349911e-21
550.45	3.328037279142049829e-21
550.46	3.328442718958639957e-21
550.47	3.328855698161979972e-21
550.48	3.329265717798790036e-21
550.49	3.329647325576280059e-21
550.50	3.329963901990950000e-21
550.51	3.330175983430680010e-21
550.52	3.330252078009670029e-21
550.53	3.330179072941119921e-21
550.54	3.329969268403179971e-21
550.55	3.329661835230110072e-21
550.56	3.329317885690740019e-21
550.57	3.329009997001540140e-21
550.58	3.328808493652980033e-21
550.59	3.328767684613659831e-21
550.60	3.328915327939259976e-21
550.61	3.329247837888470012e-21
550.62	3.329732356456660184e-21
550.63	3.330315142581250166e-21
550.64	3.330934213282390177e-21
550.65	3.331533180491570015e-21
550.66	3.332073002384449863e-21
550.67	3.332538948331379962e-21
550.68	3.332941300682850100e-21
550.69	3.333309868826790076e-21
550.70	3.333683884463499886e-21
550.71	3.334099920964400129e-21
550.72	3.334580885785820011e-21
550.73	3.335128793575839841e-21
550.74	3.335723041210919980e-21
550.75	3.336324528565989855e-21
550.76	3.336884541013840036e-21
550.77	3.337356175451049814e-21
550.78	3.337705516692190162e-21
550.79	3.337919881337609958e-21
550.80	3.338011200744900069e-21
550.81	3.338013818139400134e-21
550.82	3.337977326412620141e-21
550.83	3.337956240559590128e-21
550.84	3.337998999729560015e-21
550.85	3.338138865503379891e-21
550.86	3.338388721613780187e-21
550.87	3.338740741965809933e-21
550.88	3.339170653969840179e-21
550.89	3.339645206163669813e-21
550.90	3.340130739067389914e-21
550.91	3.340600629312909965e-21
550.92	3.341039843152380187e-21
550.93	3.341445748008469904e-21
550.94	3.341825421148940053e-21
550.95	3.342190650470779852e-21
550.96	3.342552377191139871e-21
550.97	3.342916340069560003e-21
550.98	3.343281165689690086e-21
550.99	3.343639285964240056e-21
551.00	3.343980130955649874e-21
551.01	3.344294336614139918e-21
551.02	3.344577441522260128e-21
551.03	3.344831798136060119e-21
551.04	3.345066098315840108e-21
551.05	3.345292778095740151e-21
551.06	3.345524327384970065e-21
551.07	3.345769924659420131e-21
551.08	3.346033703410299852e-21
551.09	3.346315365062129883e-21
551.10	3.346612975731669987e-21
551.11	3.346926919285850157e-21
551.12	3.347263431864750036e-21
551.13	3.347636123715239890e-21
551.14	3.348064444070199992e-21
551.15	3.348569015192130022e-21
551.16	3.349164855078429825e-21
551.17	3.349854369981620146e-21
551.18	3.350622329443259920e-21
551.19	3.351434694975549857e-21
551.20	3.352242223211730031e-21
551.21	3.352988463830890150e-21
551.22	3.353620499022120008e-21
551.23	3.354099905634059975e-21
551.24	3.354411230165920017e-21
551.25	3.354565819339989933e-21
551.26	3.354599994157259844e-21
551.27	3.354567968504749898e-21
551.28	3.354531196447479815e-21
551.29	3.354546635188739837e-21
551.30	3.354656535336739832e-21
551.31	3.354881824541960166e-21
551.32	3.355220136167329938e-21
551.33	3.355648373275259921e-21
551.34	3.356128724448579864e-21
551.35	3.356616503279490008e-21
551.36	3.357068147282499813e-21
551.37	3.357448091930089992e-21
551.38	3.357733816374880015e-21
551.39	3.357918891192849999e-21
551.40	3.358014160381760079e-21
551.41	3.358047205785839958e-21
551.42	3.358060062787650176e-21
551.43	3.358104972685280078e-21
551.44	3.358237975093799998e-21
551.45	3.358510487024020141e-21
551.46	3.358959658632560058e-21
551.47	3.359599052088499970e-21
551.48	3.360411763713229999e-21
551.49	3.361348198467540134e-21
551.50	3.362330120474910114e-21
551.51	3.363261358967759910e-21
551.52	3.364043895848340186e-21
551.53	3.364596433870609875e-21
551.54	3.364871443274199919e-21
551.55	3.364866519078539915e-21
551.56	3.364626827845170005e-21
551.57	3.364237344114180132e-21
551.58	3.363806032548519828e-21
551.59	3.363441485470670056e-21
551.60	3.363230119076200163e-21
551.61	3.363218378836719814e-21
551.62	3.363404342907660130e-21
551.63	3.363740866213570007e-21
551.64	3.364149540412180099e-21
551.65	3.364542008604289945e-21
551.66	3.364843301806049896e-21
551.67	3.365011363961789842e-21
551.68	3.365047939849929928e-21
551.69	3.364998241628889984e-21
551.70	3.364939678718229926e-21
551.71	3.364962665728600150e-21
551.72	3.365148402847130152e-21
551.73	3.365549091551780097e-21
551.74	3.366175214606530043e-21
551.75	3.366992562037590168e-21
551.76	3.367929195660510006e-21
551.77	3.368890193923090006e-21
551.78	3.369776399771650172e-21
551.79	3.370502854424309887e-21
551.80	3.371013163010230055e-21
551.81	3.371287425517810049e-21
551.82	3.371343106210329841e-21
551.83	3.371229797496639936e-21
551.84	3.371019867992340169e-21
551.85	3.370797297647709938e-21
551.86	3.370646669434880077e-21
551.87	3.370643571081740089e-21
551.88	3.370846903029509818e-21
551.89	3.371293081015279887e-21
551.90	3.371992004435380141e-21
551.91	3.372924887479739860e-21
551.92	3.374044415542139919e-21
551.93	3.375277924506159894e-21
551.94	3.376534180984899980e-21
551.95	3.377713784356909995e-21
551.96	3.378722318117860001e-21
551.97	3.379484410985209910e-21
551.98	3.379956166014789852e-21
551.99	3.380133277118910092e-21
552.00	3.380052725626640119e-21
552.01	3.379787169660450090e-21
552.02	3.379432730517320024e-21
552.03	3.379092429850600021e-21
552.04	3.378858609140719870e-21
552.05	3.378797952176180171e-21
552.06	3.378942128536220146e-21
552.07	3.379285727439179833e-21
552.08	3.379791413806950080e-21
552.09	3.380400577460660110e-21
552.10	3.381046600773569967e-21
552.11	3.381667525350489991e-21
552.12	3.382215406918550073e-21
552.13	3.382660819931790054e-21
552.14	3.382992440311350075e-21
552.15	3.383212962059359835e-21
552.16	3.383333422000089905e-21
552.17	3.383368118562419880e-21
552.18	3.383331739232829816e-21
552.19	3.383239284941969856e-21
552.20	3.383108251148430058e-21
552.21	3.382961659391409896e-21
552.22	3.382830193970550090e-21
552.23	3.382751973901600140e-21
552.24	3.382769272536429842e-21
552.25	3.382922524581000052e-21
552.26	3.383242904237769941e-21
552.27	3.383745326953989999e-21
552.28	3.384423752775979997e-21
552.29	3.385250152758970008e-21
552.30	3.386177603145889920e-21
552.31	3.387146961038559895e-21
552.32	3.388095735207269975e-21
552.33	3.388967315592049926e-21
552.34	3.389718758192200084e-21
552.35	3.390325788256529667e-21
552.36	3.390784417321629981e-21
552.37	3.391109345336380346e-21
552.38	3.391329929377049652e-21
552.39	3.391484811899570125e-21
552.40	3.391616286798219700e-21
552.41	3.391765214270030211e-21
552.42	3.391966913428550178e-21
552.43	3.392248113738179740e-21
552.44	3.392624841896220303e-21
552.45	3.393101097155629867e-21
552.46	3.393668286351729971e-21
552.47	3.394305557223849841e-21
552.48	3.394981277557239762e-21
552.49	3.395655877789639694e-21
552.50	3.396286082212270247e-21
552.51	3.396830239820650202e-21
552.52	3.397254121739340372e-21
552.53	3.397536288909619932e-21
552.54	3.397672045477840151e-21
552.55	3.397675127699780248e-21
552.56	3.397576622390410292e-21
552.57	3.397421094424729789e-21
552.58	3.397260425341929672e-21
552.59	3.397146312998330235e-21
552.60	3.397122663193940254e-21
552.61	3.397219164136140357e-21
552.62	3.397447164433799631e-21
552.63	3.397798607112949754e-21
552.64	3.398248268317990093e-21
552.65	3.398758989772359648e-21
552.66	3.399289064653320107e-21
552.67	3.399800520478820194e-21
552.68	3.400266812837069841e-21
552.69	3.400678454560449957e-21
552.70	3.401045381273179923e-21
552.71	3.401395380434989842e-21
552.72	3.401768622160709768e-21
552.73	3.402209111979790243e-21
552.74	3.402754587549199874e-21
552.75	3.403426842783209850e-21
552.76	3.404224551153449875e-21
552.77	3.405120308599999822e-21
552.78	3.406062854098729843e-21
552.79	3.406984383668359978e-21
552.80	3.407811766046500136e-21
552.81	3.408479548316289637e-21
552.82	3.408942137498939906e-21
552.83	3.409182605214689644e-21
552.84	3.409216203828289885e-21
552.85	3.409087778961110347e-21
552.86	3.408863572024310151e-21
552.87	3.408619123895119847e-21
552.88	3.408425828270330302e-21
552.89	3.408338940754709778e-21
552.90	3.408389468508320128e-21
552.91	3.408581442831529682e-21
552.92	3.408894841710770115e-21
552.93	3.409293180471359744e-21
552.94	3.409733819606349626e-21
552.95	3.410178563345419697e-21
552.96	3.410602224646079755e-21
552.97	3.410997452004599826e-21
552.98	3.411375070286570032e-21
552.99	3.411760233776790292e-21
553.00	3.412185576149009997e-21
553.01	3.412683080977599994e-21
553.02	3.413276500731670262e-21
553.03	3.413975846696689659e-21
553.04	3.414774874783540049e-21
553.05	3.415651773478609820e-21
553.06	3.416572595618810254e-21
553.07	3.417496502300279757e-21
553.08	3.418381676818130032e-21
553.09	3.419190819132169913e-21
553.10	3.419895387793719938e-21
553.11	3.420478123175440213e-21
553.12	3.420933764400159800e-21
553.13	3.421268182707920095e-21
553.14	3.421496349887109627e-21
553.15	3.421639632395179686e-21
553.16	3.421722870722780260e-21
553.17	3.421771607981019954e-21
553.18	3.421809713944679777e-21
553.19	3.421857545213819920e-21
553.20	3.421930707932750296e-21
553.21	3.422039448716309890e-21
553.22	3.422188679976469940e-21
553.23	3.422378627844900071e-21
553.24	3.422606054916870135e-21
553.25	3.422865945179330344e-21
553.26	3.423153448209209981e-21
553.27	3.423465783750659996e-21
553.28	3.423803738596630370e-21
553.29	3.424172381786410349e-21
553.30	3.424580709454049862e-21
553.31	3.425040113831080310e-21
553.32	3.425561828390609654e-21
553.33	3.426153778723360033e-21
553.34	3.426817491636049658e-21
553.35	3.427545807388359956e-21
553.36	3.428322049868850081e-21
553.37	3.429121030575290037e-21
553.38	3.429911845229829628e-21
553.39	3.430661968644370123e-21
553.40	3.431341793035730008e-21
553.41	3.431928605900970181e-21
553.42	3.432409133520039644e-21
553.43	3.432780172296409808e-21
553.44	3.433047391770370146e-21
553.45	3.433222952958140044e-21
553.46	3.433322956678749694e-21
553.47	3.433365772262190211e-21
553.48	3.433371946607799862e-21
553.49	3.433365732133279919e-21
553.50	3.433377493016879702e-21
553.51	3.433445614962929695e-21
553.52	3.433616307822329651e-21
553.53	3.433940010296070374e-21
553.54	3.434463976938609926e-21
553.55	3.435221860737400309e-21
553.56	3.436222361294850343e-21
553.57	3.437439888895610319e-21
553.58	3.438810354771370256e-21
553.59	3.440234465255530043e-21
553.60	3.441589346126680016e-21
553.61	3.442747281068239924e-21
553.62	3.443598327757549985e-21
553.63	3.444072143375000244e-21
553.64	3.444153969128140339e-21
553.65	3.443890603120419986e-21
553.66	3.443384214858310348e-21
553.67	3.442774582669409986e-21
553.68	3.442213105019760207e-21
553.69	3.441834033490469658e-21
553.70	3.441729225527200171e-21
553.71	3.441932049961540195e-21
553.72	3.442414018142580270e-21
553.73	3.443094748203379722e-21
553.74	3.443862736367450246e-21
553.75	3.444601898018250281e-21
553.76	3.445217586340849698e-21
553.77	3.445656104688599965e-21
553.78	3.445913499161790373e-21
553.79	3.446032170624089700e-21
553.80	3.446086855245289750e-21
553.81	3.446164016408349993e-21
553.82	3.446340054441139714e-21
553.83	3.446663678370430327e-21
553.84	3.447146386067709991e-21
553.85	3.447762702350200147e-21
553.86	3.448459278587710286e-21
553.87	3.449169839086949749e-21
553.88	3.449831788165180249e-21
553.89	3.450400296829639854e-21
553.90	3.450856764774340124e-21
553.91	3.451210315128069691e-21
553.92	3.451492885002199679e-21
553.93	3.451749992934209636e-21
553.94	3.452030023122200222e-21
553.95	3.452374747773619725e-21
553.96	3.452812961510859768e-21
553.97	3.453357874049379760e-21
553.98	3.454007725449330091e-21
553.99	3.454748318265869963e-21
554.00	3.455555998524589641e-21
554.01	3.456400037237179727e-21
554.02	3.457244142120700066e-21
554.03	3.458047628041229697e-21
554.04	3.458767263292499850e-21
554.05	3.459360776338670039e-21
554.06	3.459792436454679846e-21
554.07	3.460040195674130027e-21
554.08	3.460102925493250157e-21
554.09	3.460005662879870082e-21
554.10	3.459800773827570082e-21
554.11	3.459563643229620351e-21
554.12	3.459382775627839939e-21
554.13	3.459345712423730318e-21
554.14	3.459523500030279675e-21
554.15	3.459957163896809668e-21
554.16	3.460649488169690021e-21
554.17	3.461564340698010354e-21
554.18	3.462634048555639677e-21
554.19	3.463773356324979683e-21
554.20	3.464896813756159637e-21
554.21	3.465935510169070133e-21
554.22	3.466849177932930198e-21
554.23	3.467630829031409710e-21
554.24	3.468302985998949664e-21
554.25	3.468906728171169798e-21
554.26	3.469486623172810078e-21
554.27	3.470075655657670329e-21
554.28	3.470684218338069886e-21
554.29	3.471296105179440332e-21
554.30	3.471872545543349868e-21
554.31	3.472363152425220359e-21
554.32	3.472720808332619654e-21
554.33	3.472916470025100350e-21
554.34	3.472949907262580256e-21
554.35	3.472853477059499625e-21
554.36	3.472687867900860131e-21
554.37	3.472530828202630079e-21
554.38	3.472461665926600290e-21
554.39	3.472545314661659728e-21
554.40	3.472819766491399876e-21
554.41	3.473289709771530034e-21
554.42	3.473927572114260283e-21
554.43	3.474681313016609678e-21
554.44	3.475486728933450052e-21
554.45	3.476281118059559656e-21
554.46	3.477015093376250071e-21
554.47	3.477660080397879675e-21
554.48	3.478210328663100045e-21
554.49	3.478679716449429786e-21
554.50	3.479094840547980060e-21
554.51	3.479486563032949639e-21
554.52	3.479882216242689963e-21
554.53	3.480300120846710118e-21
554.54	3.480747179502970286e-21
554.55	3.481219372768560037e-21
554.56	3.481704283492809707e-21
554.57	3.482184484135950000e-21
554.58	3.482640762426280366e-21
554.59	3.483054615262299788e-21
554.60	3.483409996608269751e-21
554.61	3.483694734108139745e-21
554.62	3.483902165067289973e-21
554.63	3.484033335760459915e-21
554.64	3.484099640458940145e-21
554.65	3.484125232358480233e-21
554.66	3.484148142056770193e-21
554.67	3.484218978850019796e-21
554.68	3.484396452842410167e-21
554.69	3.484739692149740273e-21
554.70	3.485298260073789729e-21
554.71	3.486101640186639680e-21
554.72	3.487150482520070031e-21
554.73	3.488411892814020317e-21
554.74	3.489820434748310087e-21
554.75	3.491285399689280298e-21
554.76	3.492703522043639749e-21
554.77	3.493975010569729653e-21
554.78	3.495019860602520213e-21
554.79	3.495791158924489874e-21
554.80	3.496282589261439908e-21
554.81	3.496528505856010259e-21
554.82	3.496596511127189958e-21
554.83	3.496574088353429915e-21
554.84	3.496552118957750165e-21
554.85	3.496608749357390183e-21
554.86	3.496796911363769915e-21
554.87	3.497137883794289907e-21
554.88	3.497621837705669976e-21
554.89	3.498214689130909979e-21
554.90	3.498869186519500019e-21
554.91	3.499537319471530247e-21
554.92	3.500181039347699974e-21
554.93	3.500778926981479993e-21
554.94	3.501327635461909876e-21
554.95	3.501838349278700299e-21
554.96	3.502329761527620232e-21
554.97	3.502819858977630164e-21
554.98	3.503318939062239926e-21
554.99	3.503825764005839752e-21
555.00	3.504327761542299985e-21
555.01	3.504805005443389657e-21
555.02	3.505236681828169809e-21
555.03	3.505608138183399852e-21
555.04	3.505916557785140122e-21
555.05	3.506173775835880247e-21
555.06	3.506405582837169782e-21
555.07	3.506647787782279962e-21
555.08	3.506940077189080018e-21
555.09	3.507319117938720176e-21
555.10	3.507812347356929847e-21
555.11	3.508433538008560245e-21
555.12	3.509180677508489720e-21
555.13	3.510036157936979732e-21
555.14	3.510968882270229943e-21
555.15	3.511937738603140332e-21
555.16	3.512895939105149691e-21
555.17	3.513795865750259684e-21
555.18	3.514594180396090169e-21
555.19	3.515256948373859688e-21
555.20	3.515764375160440205e-21
555.21	3.516114535055959975e-21
555.22	3.516325309336070258e-21
555.23	3.516433784591040235e-21
555.24	3.516492669020109742e-21
555.25	3.516563844063589874e-21
555.26	3.516709851802030108e-21
555.27	3.516984722827670257e-21
555.28	3.517425866528930280e-21
555.29	3.518048637784079911e-21
555.30	3.518844650251020315e-21
555.31	3.519784059093069750e-21
555.32	3.520821125389649661e-21
555.33	3.521901672556459717e-21
555.34	3.522970762904699678e-21
555.35	3.523979134304960107e-21
555.36	3.524887549608470150e-21
555.37	3.525668992657020021e-21
555.38	3.526309303175739881e-21
555.39	3.526807134420540172e-21
555.40	3.527173938914499908e-21
555.41	3.527434123068400291e-21
555.42	3.527624810901039812e-21
555.43	3.527794150047429881e-21
555.44	3.527997065259779684e-21
555.45	3.528287938804640353e-21
555.46	3.528710765900700059e-21
555.47	3.529288569361540103e-21
555.48	3.530014808167860131e-21
555.49	3.530849752574179710e-21
555.50	3.531724081082550259e-21
555.51	3.532550336291970114e-21
555.52	3.533240728683960098e-21
555.53	3.533727702550510182e-21
555.54	3.533982337407529676e-21
555.55	3.534025561007870017e-21
555.56	3.533928475816039705e-21
555.57	3.533800611087659803e-21
555.58	3.533767990271940077e-21
555.59	3.533945713426920350e-21
555.60	3.534411483215619699e-21
555.61	3.535186604330330043e-21
555.62	3.536229355762839955e-21
555.63	3.537442659454870349e-21
555.64	3.538694425745899653e-21
555.65	3.539845797651250075e-21
555.66	3.540780594593999737e-21
555.67	3.541429078276439779e-21
555.68	3.541780745984320075e-21
555.69	3.541883729412470162e-21
555.70	3.541831728026160070e-21
555.71	3.541742324330709896e-21
555.72	3.541732269401030125e-21
555.73	3.541895516802759626e-21
555.74	3.542288504213290006e-21
555.75	3.542924918435790239e-21
555.76	3.543779644213430148e-21
555.77	3.544799503783099756e-21
555.78	3.545917245255119886e-21
555.79	3.547065197827660276e-21
555.80	3.548185895929569682e-21
555.81	3.549238351017030364e-21
555.82	3.550200011411130157e-21
555.83	3.551065391212510092e-21
555.84	3.551842686955249763e-21
555.85	3.552549506946129661e-21
555.86	3.553208372396770314e-21
555.87	3.553842228020669867e-21
555.88	3.554470055769780137e-21
555.89	3.555102872057840104e-21
555.90	3.555740763990020113e-21
555.91	3.556371915643270238e-21
555.92	3.556974522847880011e-21
555.93	3.557521956389549671e-21
555.94	3.557990584509299862e-21
555.95	3.558368592732489816e-21
555.96	3.558663349454130065e-21
555.97	3.558904736734110225e-21
555.98	3.559142590255079970e-21
555.99	3.559437878103150175e-21
556.00	3.559849113715660138e-21
556.01	3.560417175953849847e-21
556.02	3.561152623249090372e-21
556.03	3.562029354200190179e-21
556.04	3.562987037945290130e-21
556.05	3.563942451009960109e-21
556.06	3.564807350641689672e-21
556.07	3.565508538457799900e-21
